pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
TOI-836 b,TOI-836,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,3.81673,1e-05,-1e-05,0.0,0.0422,0.00093,-0.00093,0.0,1.704,0.067,-0.067,0.0,0.152,0.006,-0.006,0.0,4.53,0.92,-0.86,0.0,0.01425,0.00289,-0.00271,0.0,Mass,0.053,0.042,-0.042,0.0,78.84,0.02,-0.02,0.0,871.0,36.0,-36.0,0.0,0,K V,4552.0,154.0,-154.0,0.0,0.67,0.01,-0.01,0.0,0.68,0.05,-0.04,0.0,-0.284,0.067,-0.067,0.0,[Fe/H],4.74,0.11,-0.11,0.0,15h00m19.17s,225.0798831,-24d27m15.13s,-24.4542022,27.5024,0.0294,-0.0293,9.92,0.03,-0.03,6.804,0.018,-0.018,9.40475,0.000443,-0.000443
TOI-836 c,TOI-836,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,8.59545,1e-05,-1e-05,0.0,0.075,0.0016,-0.0016,0.0,2.587,0.088,-0.088,0.0,0.231,0.008,-0.008,0.0,9.6,2.7,-2.5,0.0,0.0302,0.0085,-0.00787,0.0,Mass,0.078,0.056,-0.056,0.0,26.71,0.0,0.0,0.0,665.0,27.0,-27.0,0.0,1,K V,4552.0,154.0,-154.0,0.0,0.67,0.01,-0.01,0.0,0.68,0.05,-0.04,0.0,-0.284,0.067,-0.067,0.0,[Fe/H],4.74,0.11,-0.11,0.0,15h00m19.17s,225.0798831,-24d27m15.13s,-24.4542022,27.5024,0.0294,-0.0293,9.92,0.03,-0.03,6.804,0.018,-0.018,9.40475,0.000443,-0.000443
TOI-849 b,TOI-849,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,0.76552414,2.62e-06,-2.79e-06,0.0,0.01598,0.00013,-0.00014,0.0,3.444,0.157,-0.115,0.0,0.307,0.014,-0.01,0.0,39.09,2.66,-2.55,0.0,0.12299,0.00837,-0.00802,0.0,Mass,0.0,0.0,0.0,0.0,2314.06,,,0.0,1932.0,,,0.0,0,G,5373.8,42.5,-41.2,0.0,0.92,0.03,-0.02,0.0,0.93,0.02,-0.02,0.0,0.19,0.03,-0.03,0.0,[Fe/H],4.48,0.03,-0.04,0.0,01h54m51.79s,28.7157956,-29d25m18.15s,-29.4217086,225.734,1.569,-1.547,11.981,0.034,-0.034,10.418,0.023,-0.023,12.0645,0.000187,-0.000187
TOI-969 b,TOI-969,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,1.8237305,2e-06,-2.1e-06,0.0,0.02636,0.00017,-0.00017,0.0,2.765,0.088,-0.097,0.0,0.247,0.008,-0.009,0.0,9.1,1.0,-1.0,0.0,0.02863,0.00315,-0.00315,0.0,Mass,,,,,188.0,26.0,-24.0,0.0,941.0,31.0,-31.0,0.0,0,K V,4435.0,80.0,-80.0,0.0,0.67,0.02,-0.02,0.0,0.73,0.01,-0.01,0.0,0.175,0.019,-0.019,0.0,[Fe/H],4.55,0.06,-0.06,0.0,07h40m32.80s,115.1366858,+02d05m54.92s,2.0985879,77.2554,0.3267,-0.324,11.646,0.031,-0.031,8.879,0.023,-0.023,11.2667,0.001527,-0.001527
WASP-132 c,WASP-132,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,1.011534,5e-06,-5e-06,0.0,0.0182,0.0003,-0.0003,0.0,1.85,0.1,-0.1,0.0,0.165,0.009,-0.009,0.0,37.35,,,1.0,0.11752,,,1.0,Mass,0.13,0.2,-0.09,0.0,871.73,,,0.0,1386.0,,,0.0,0,K4,4714.0,87.0,-88.0,0.0,0.75,0.03,-0.03,0.0,0.78,0.03,-0.03,0.0,0.18,0.12,-0.12,0.0,[Fe/H],4.58,0.03,-0.04,0.0,14h30m26.21s,217.6091998,-46d09m34.26s,-46.159516,122.91,0.568,-0.562,11.938,0.046,-0.046,9.674,0.024,-0.024,11.7538,0.000341,-0.000341
Wolf 503 b,Wolf 503,1,1,Transit,2018,K2,0,6.00127,2.1e-05,-2.1e-05,0.0,0.05706,0.00055,-0.00055,0.0,2.043,0.069,-0.069,0.0,0.182,0.006,-0.006,0.0,6.26,0.69,-0.7,0.0,0.0197,0.00217,-0.0022,0.0,Mass,0.41,0.05,-0.05,0.0,69.6,3.0,-3.0,0.0,790.0,15.0,-15.0,0.0,0,K3.5 V,4716.0,60.0,-60.0,0.0,0.69,0.02,-0.02,0.0,0.69,0.02,-0.02,0.0,-0.47,0.08,-0.08,0.0,[Fe/H],4.62,0.02,-0.01,0.0,13h47m23.09s,206.8461979,-06d08m21.61s,-6.1393369,44.526,0.0964,-0.0961,10.27,0.03,-0.03,7.617,0.023,-0.023,9.89816,0.000337,-0.000337
pi Men c,HD 39091,1,3,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),0,6.26790772,0.0004306,-0.00043159,0.0,0.068647,0.002826,-0.003044,0.0,2.06,0.03,-0.03,0.0,0.184,0.003,-0.003,0.0,3.63,0.38,-0.38,0.0,0.01142,0.0012,-0.0012,0.0,Mass,0.076939,0.075655,-0.04854,0.0,309.0,29.0,-66.0,0.0,1170.0,3.0,-4.0,0.0,0,G0 V,6037.0,45.0,-45.0,0.0,1.19,0.0,0.0,0.0,1.1,0.14,-0.14,0.0,0.08,0.03,-0.03,0.0,[Fe/H],4.36,0.02,-0.02,0.0,05h37m11.83s,84.2992798,-80d27m52.57s,-80.4646041,18.2702,0.0226,-0.0226,5.65,0.03,-0.03,4.241,0.027,-0.027,5.5128,0.0019464,-0.0019464
pi Men d,HD 39091,1,3,Radial Velocity,2022,La Silla Observatory,0,124.64,0.48,-0.52,0.0,,,,,3.72,,,0.0,0.332,,,0.0,13.38,1.35,-1.35,0.0,0.0421,0.00425,-0.00425,0.0,Msini,0.22,0.079,-0.079,0.0,,,,,,,,,0,G0 V,5998.0,62.0,-62.0,0.0,1.19,0.0,0.0,0.0,1.07,0.04,-0.04,0.0,0.09,0.04,-0.04,0.0,[Fe/H],4.36,0.02,-0.02,0.0,05h37m11.83s,84.2992798,-80d27m52.57s,-80.4646041,18.2702,0.0226,-0.0226,5.65,0.03,-0.03,4.241,0.027,-0.027,5.5128,0.0019464,-0.0019464
tau Cet e,tau Cet,1,4,Radial Velocity,2017,Multiple Observatories,0,162.87,1.08,-0.46,0.0,0.538,0.06,-0.06,0.0,1.81,,,0.0,0.161,,,0.0,3.93,0.83,-0.64,0.0,0.01237,0.00261,-0.00201,0.0,Msini,0.18,0.18,-0.14,0.0,,,,,,,,,0,G8.5V,5310.0,17.0,-17.0,0.0,0.83,0.02,-0.02,0.0,0.78,0.01,-0.01,0.0,-0.52,0.01,-0.01,0.0,[Fe/H],4.52,0.02,-0.01,0.0,01h44m02.23s,26.0093029,-15d56m01.68s,-15.9337987,3.60304,0.00678,-0.00675,3.49607,0.023,-0.023,1.794,0.274,-0.274,3.24854,0.0103988,-0.0103988
tau Cet f,tau Cet,1,4,Radial Velocity,2017,Multiple Observatories,0,636.13,11.7,-47.69,0.0,1.334,0.017,-0.044,0.0,1.81,,,0.0,0.161,,,0.0,3.93,1.05,-1.37,0.0,0.01237,0.0033,-0.00431,0.0,Msini,0.16,0.07,-0.16,0.0,,,,,,,,,0,G8.5V,5310.0,17.0,-17.0,0.0,0.83,0.02,-0.02,0.0,0.78,0.01,-0.01,0.0,-0.52,0.01,-0.01,0.0,[Fe/H],4.52,0.02,-0.01,0.0,01h44m02.23s,26.0093029,-15d56m01.68s,-15.9337987,3.60304,0.00678,-0.00675,3.49607,0.023,-0.023,1.794,0.274,-0.274,3.24854,0.0103988,-0.0103988
